date,altitude
2014-03-24,23.397590361445783
2014-03-25,48.833333333333336
2014-03-26,39.629629629629626
2014-03-27,15.493827160493828
2014-03-28,8.571428571428571
2014-03-29,41.73170731707317
2014-03-30,110.9390243902439
2014-03-31,47.166666666666664
2014-04-01,309.1341463414634
2014-04-02,19.426829268292682
2014-04-03,45.0
2014-04-04,212.675
2014-04-05,240.56716417910448
2014-04-06,15.847826086956522
2014-04-07,43.62222222222222
2014-04-08,37.4375
2014-04-09,33.0
2014-04-10,50.93478260869565
2014-04-11,13.934782608695652
2014-04-12,39.12765957446808
2014-04-13,39.04255319148936
2014-04-14,15.319148936170214
2014-04-15,20.27659574468085
2014-04-16,16.574468085106382
2014-04-17,8.382978723404255
2014-04-18,18.46808510638298
2014-04-19,18.06382978723404
2014-04-20,20.5531914893617
2014-04-21,13.0
2014-04-22,10.446808510638299
2014-04-23,32.59574468085106
2014-04-24,13.893617021276595
2014-04-25,23.659574468085108
2014-04-26,20.717391304347824
2014-04-27,48.7906976744186
2014-04-28,27.829787234042552
2014-04-29,17.425531914893618
2014-04-30,38.791666666666664
